Player Name,Age,Team,Positions,Salary,TOI Org ES,TOI Org PP,TOI Org PK,GP Org,GP,TOI ES,TOI PP,TOI PK,Total TOI,Goals,Assists,Points,PPG,PPA,PP Points,SHG,SHA,SHP,Hits,BLK,PIM,FOW,FOL,SOG,"""+/-""",VOR,Rank,Unadj VOR,FP,PlayerId,Fantasy Team,Injured GP,
Reid Schaefer,22,NSH,LW,"$875,000",,,,74,51,12.44,0.47,0.47,13.37,10,12,22,1,1,2,0,0,0,69,28,17,0,0,74,-1,-175,443,-169,159,8483513,,51.4,51.4
Reilly Smith,34,VGK,"LW,RW","$2,000,000",,,,80,56,11.99,0.88,1.23,14.10,9,15,24,1,2,3,1,0,1,32,23,10,1,1,78,1,-296,550,-290,154,8475191,,55.6,55.6
Rickard Rakell,32,PIT,"LW,RW","$5,000,000",,,,80,48,15.22,2.43,0.26,17.92,16,16,32,5,4,9,0,0,0,63,41,10,9,7,108,-2,237,225,243,226,8476483,,48.0,55.6
Ridly Greig,23,OTT,"C,LW,RW","$3,250,000",,,,77,54,13.29,1.96,1.67,16.92,12,16,28,3,4,7,1,0,1,84,36,38,176,140,90,0,491,141,497,242,8482092,,53.5,53.5
Riley Tufte,27,BOS,LW,"$875,000",,,,74,50,12.25,0.60,0.44,13.29,9,12,21,1,1,2,0,0,0,71,24,16,0,0,69,-1,-233,501,-227,150,8479362,,49.6,49.6
Robert Thomas,26,STL,C,"$8,125,000",,,,80,54,15.23,2.56,1.36,19.16,12,34,46,3,11,14,0,1,1,8,32,16,494,438,88,4,601,105,779,305,8480023,,53.7,53.7
Rodrigo Abols,30,PHI,C,"$800,000",,,,41,29,9.30,0.01,0.07,9.38,3,3,6,0,0,0,0,0,0,31,13,5,84,77,30,-2,-1056,799,-878,70,8479022,,28.5,28.5
Roman Josi,35,NSH,D,"$9,059,000",,,,77,54,19.34,3.41,1.23,23.98,11,36,47,4,15,19,0,0,0,33,93,23,0,0,154,-7,1130,30,1061,320,8474600,,53.5,53.5
Roope Hintz,29,DAL,C,"$8,450,000",,,,75,51,13.45,2.94,1.10,17.50,21,23,44,7,9,16,1,0,1,38,30,16,347,273,119,7,679,86,857,328,8478449,,51.2,51.2
Rory Kerins,23,CGY,C,"$875,000",,,,74,50,13.16,0.56,0.47,14.19,10,13,23,1,1,2,0,0,0,63,28,18,0,15,73,0,-336,591,-158,159,8482209,,49.6,49.6
Ross Colton,29,COL,"C,LW,RW","$4,000,000",,,,78,54,12.38,1.26,0.08,13.73,14,14,28,3,2,5,0,0,0,132,35,19,42,36,109,6,353,189,359,240,8479525,,54.2,54.2
Ross Johnston,31,ANA,LW,"$1,100,000",,,,65,44,8.74,0.08,0.00,8.81,3,5,8,0,0,0,0,0,0,119,19,48,1,4,20,-4,-266,528,-260,96,8477527,,44.4,44.4
Ryan Donato,29,CHI,"C,LW,RW","$4,000,000",,,,79,55,14.17,1.57,0.06,15.80,16,16,32,2,3,5,0,0,0,75,14,28,116,157,110,-6,352,190,358,234,8477987,,54.9,54.9
Ryan Graves,30,PIT,D,"$4,500,000",,,,68,47,14.74,0.02,1.34,16.11,2,6,8,0,0,0,0,0,0,47,70,17,0,0,42,0,-418,655,-487,104,8477435,,47.3,47.3
Ryan Greene,22,CHI,C,"$875,000",,,,74,51,13.10,0.71,0.97,14.78,9,13,22,1,2,3,0,1,1,42,27,16,130,159,71,0,-327,585,-148,167,8483450,,51.4,51.4
Ryan Hartman,31,MIN,"C,RW","$4,000,000",,,,72,49,13.81,1.65,0.18,15.63,12,13,25,2,3,5,0,0,0,49,39,35,244,318,106,-1,366,183,392,237,8477451,,49.2,49.2
Ryan Johnson,24,BUF,D,"$775,000",,,,62,42,13.05,0.45,0.13,13.63,1,8,9,0,1,1,0,0,0,8,38,10,0,0,36,1,-702,757,-770,75,8481564,,42.3,42.3
Ryan Leonard,21,WSH,RW,"$950,000",,,,76,52,12.25,1.75,0.27,14.26,12,15,27,3,4,7,0,0,0,84,21,33,8,6,112,3,274,216,300,224,8484186,,51.9,51.9
Ryan Lindgren,27,SEA,D,"$4,500,000",,,,74,52,16.69,0.05,2.34,19.08,2,10,12,0,0,0,0,1,1,40,82,34,0,0,44,-3,-141,411,-210,124,8479324,,52.3,52.3
Ryan Lomberg,31,CGY,LW,"$2,000,000",,,,80,54,8.71,0.08,0.13,8.91,3,5,8,0,0,0,0,0,0,130,15,29,4,8,48,-2,-357,608,-351,114,8479066,,53.7,53.7
Ryan McDonagh,36,TBL,D,"$6,750,000",,,,80,54,16.98,0.30,2.84,20.12,3,17,20,0,1,1,0,1,1,22,97,11,0,0,53,13,-148,416,-216,148,8474151,,54.0,55.6
Ryan McLeod,26,BUF,C,"$5,000,000",,,,78,53,13.89,1.01,2.26,17.16,10,21,31,1,2,3,1,1,2,17,27,9,406,419,72,-1,-65,368,113,219,8480802,,53.3,53.3
Ryan Nugent-Hopkins,32,EDM,"C,LW","$5,125,000",,,,78,53,14.02,3.01,1.65,18.68,14,28,42,5,14,19,1,0,1,23,26,16,155,186,97,0,568,118,575,253,8476454,,53.3,53.3
Ryan O'Reilly,34,NSH,C,"$4,500,000",,,,78,54,15.18,2.78,1.25,19.21,16,24,40,4,6,10,1,0,1,16,49,11,532,404,95,-4,523,130,701,314,8475158,,54.2,54.2
Ryan Poehling,27,ANA,C,"$1,900,000",,,,77,53,11.17,0.37,1.64,13.18,7,12,19,1,1,2,1,0,1,28,55,10,292,289,54,-2,-315,568,-137,174,8480068,,52.6,52.6
Ryan Pulock,31,NYI,D,"$6,150,000",,,,77,53,17.55,0.58,2.38,20.51,3,14,17,0,1,1,0,1,1,56,94,9,0,0,62,1,-123,397,-192,151,8477506,,52.6,52.6
Ryan Reaves,39,SJS,RW,"$1,350,000",,,,50,34,7.53,0.06,0.01,7.60,3,3,6,0,0,0,0,0,0,102,9,14,0,0,18,-2,-745,763,-719,66,8471817,,33.5,33.5
Ryan Shea,28,PIT,D,"$900,000",,,,70,49,17.08,0.08,1.79,18.95,2,10,12,0,0,0,0,0,0,26,69,14,0,0,39,0,-437,672,-506,102,8478854,,48.7,48.7
Ryan Strome,32,ANA,"C,RW","$5,000,000",,,,80,55,13.04,2.14,0.11,15.29,9,18,27,2,4,6,0,0,0,30,20,36,270,383,82,-6,245,222,272,204,8476458,,54.6,54.6
Ryan Winterton,22,SEA,"C,RW","$875,000",,,,74,52,11.37,0.28,0.82,12.48,8,10,18,0,1,1,0,1,1,60,26,15,0,0,61,-2,-386,631,-359,132,8482751,,52.3,52.3
Ryker Evans,24,SEA,D,"$2,050,000",,,,77,54,16.86,0.72,0.92,18.50,3,13,16,0,2,2,0,0,0,67,64,17,0,0,51,-2,-171,438,-240,133,8482858,,54.5,54.5
Sam Bennett,29,FLA,C,"$8,000,000",,,,73,52,14.32,2.46,0.17,16.94,17,18,35,4,5,9,0,0,0,106,27,48,328,331,134,2,868,58,1046,330,8477935,,51.6,51.6
Sam Carrick,33,NYR,C,"$1,000,000",,,,80,54,10.11,0.09,1.37,11.57,5,8,13,0,0,0,0,1,1,89,27,38,215,193,52,-2,-222,490,-44,164,8475842,,53.7,53.7
Sam Colangelo,24,ANA,RW,"$850,000",,,,74,51,11.08,1.08,0.40,12.56,13,9,22,2,2,4,0,0,0,95,26,8,7,13,65,-4,-194,460,-167,157,8482118,,50.5,50.5
Sam Dickinson,19,SJS,D,"$875,000",,,,74,50,14.73,0.50,0.39,15.62,3,10,13,0,2,2,0,0,0,46,52,17,0,0,55,-1,-322,577,-390,121,8484806,,49.6,49.6
Sam Lafferty,30,CHI,"C,RW","$2,000,000",,,,73,51,9.39,0.14,0.38,9.90,5,6,11,0,0,0,0,0,0,70,15,15,50,46,37,-5,-598,733,-572,97,8478043,,50.7,50.7
Sam Malinski,27,COL,D,"$1,400,000",,,,72,50,14.92,0.21,0.41,15.55,3,11,14,0,1,1,0,0,0,26,59,11,0,0,75,10,-346,598,-415,140,8484258,,50.0,50.0
Sam Morton,26,CGY,LW,"$875,000",,,,74,50,12.09,0.46,0.57,13.12,9,11,20,1,1,2,0,0,0,80,25,19,54,39,70,-1,-151,419,-145,163,8484821,,49.6,49.6
Sam Poulin,24,PIT,"LW,RW","$875,000",,,,74,51,12.94,0.47,0.51,13.91,10,12,22,1,1,2,0,0,0,66,28,18,0,0,73,-1,-176,444,-170,158,8481591,,51.4,51.4
Sam Reinhart,30,FLA,RW,"$8,625,000",,,,80,57,15.24,3.58,1.65,20.47,29,27,56,11,9,20,1,1,2,58,47,11,88,135,149,0,1123,32,1150,347,8477933,,56.6,56.6
Sam Rinzel,21,CHI,D,"$941,667",,,,76,53,15.75,2.39,0.45,18.58,5,18,23,1,6,7,0,0,0,57,55,29,0,0,93,-6,229,229,161,191,8483506,,52.8,52.8
Sam Steel,27,DAL,"C,LW","$2,100,000",,,,77,53,13.66,0.64,1.88,16.18,8,14,22,1,2,3,1,1,2,51,24,20,121,97,64,-3,-135,406,-129,165,8479351,,52.6,52.6
Samuel Blais,29,TOR,"LW,RW","$775,000",,,,25,17,9.31,0.24,0.39,9.94,1,3,4,0,0,0,0,0,0,61,8,5,0,2,12,-1,-987,794,-981,40,8478104,,17.4,17.4
Samuel Girard,27,COL,D,"$5,000,000",,,,70,49,17.13,0.55,1.38,19.06,3,14,17,0,1,1,0,0,0,36,68,9,0,0,57,7,-294,548,-363,134,8479398,,48.7,48.7
Samuel Helenius,23,LAK,C,"$805,833",,,,60,42,8.72,0.11,0.45,9.28,4,5,9,0,0,0,0,0,0,128,15,15,91,125,31,-1,-626,742,-448,105,8482726,,41.7,41.7
Samuel Honzek,21,CGY,"C,LW","$875,000",,,,74,0,11.70,0.33,0.82,12.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1343,804,-1337,0,8484180,,0.0,49.6
Scott Laughton,31,TOR,"C,LW","$3,000,000",,,,80,56,11.81,0.52,1.64,13.97,9,11,20,1,1,2,1,2,3,119,36,27,276,222,84,-6,283,213,289,229,8476872,,55.6,55.6
Scott Mayfield,33,NYI,D,"$3,500,000",,,,68,46,16.23,0.03,1.81,18.07,2,8,10,0,0,0,0,0,0,47,76,37,0,0,39,-1,-170,437,-239,117,8476429,,46.4,46.4
Scott Morrow,23,NYR,D,"$916,667",,,,70,47,14.67,0.45,0.44,15.57,3,13,16,0,1,1,0,0,0,10,53,6,0,0,64,-2,-452,682,-521,120,8482666,,47.0,47.0
Scott Sabourin,33,TBL,RW,"$875,000",,,,74,51,12.37,0.45,0.45,13.27,10,12,22,1,1,2,0,0,0,73,25,23,0,5,74,1,-139,409,-112,163,8477149,,51.4,51.4
Seamus Casey,22,NJD,D,"$950,000",,,,36,25,12.97,0.47,0.47,13.91,2,5,7,0,1,1,0,0,0,15,23,3,0,0,24,-1,-879,784,-948,53,8483429,,24.6,24.6
Sean Couturier,33,PHI,C,"$7,750,000",,,,74,51,14.26,1.50,1.36,17.13,9,18,27,1,2,3,0,1,1,43,31,19,404,358,91,4,85,288,263,248,8476461,,51.4,51.4
Sean Durzi,27,UTA,D,"$6,000,000",,,,80,54,18.20,1.55,1.11,20.87,6,19,25,1,6,7,0,0,0,30,94,35,0,0,78,4,376,176,307,199,8480434,,53.7,53.7
Sean Kuraly,33,BOS,C,"$1,850,000",,,,81,54,10.78,0.08,2.24,13.10,7,8,15,0,0,0,0,1,1,80,35,28,257,258,67,-3,-188,456,-10,183,8476374,,54.3,54.3
Sean Monahan,31,CBJ,C,"$5,500,000",,,,80,55,14.48,2.66,1.37,18.51,15,25,40,5,7,12,1,0,1,33,28,12,552,477,112,1,585,112,763,327,8477497,,54.6,54.6
Sean Walker,31,CAR,D,"$3,600,000",,,,81,56,18.29,1.19,1.69,21.17,7,15,22,1,3,4,0,1,1,82,83,30,0,0,118,5,425,162,356,234,8480336,,56.3,56.3
Sebastian Aho (F),28,CAR,C,"$9,750,000",,,,78,54,14.90,3.28,1.78,19.96,21,33,54,5,12,17,1,2,3,50,21,23,433,442,141,9,1080,36,1258,378,8478427,,54.2,54.2
Seth Jarvis,23,CAR,RW,"$7,420,087",,,,77,54,14.05,3.24,1.78,19.07,25,21,46,5,6,11,2,1,3,62,36,11,38,52,149,8,684,85,711,309,8482093,,53.5,53.5
Seth Jones,31,FLA,D,"$9,500,000",,,,76,54,18.36,3.19,2.08,23.64,8,25,33,3,11,14,0,0,0,62,83,17,0,0,103,-12,595,111,526,235,8477495,,53.8,53.8
Shakir Mukhamadullin,24,SJS,D,"$1,000,000",,,,68,46,15.55,0.47,1.21,17.23,3,10,13,0,1,1,0,0,0,34,63,13,0,0,49,-3,-381,625,-450,113,8482166,,45.6,45.6
Shane Lachance,22,NJD,LW,"$875,000",,,,74,51,12.57,0.48,0.48,13.53,9,12,21,1,1,2,0,0,0,67,26,17,6,0,72,-1,-213,478,-207,155,8482941,,50.5,50.5
Shane Pinto,25,OTT,C,"$3,750,000",,,,75,52,14.99,1.68,1.93,18.60,20,14,34,3,2,5,1,1,2,59,42,18,312,270,113,4,370,178,548,290,8481596,,52.1,52.1
Shane Wright,22,SEA,C,"$886,666",,,,79,56,12.33,1.90,0.03,14.27,15,16,31,5,5,10,0,0,0,43,39,10,178,267,76,-3,39,315,217,206,8483524,,55.9,55.9
Shayne Gostisbehere,32,CAR,D,"$3,200,000",,,,76,53,15.40,3.33,0.19,18.91,7,33,40,3,16,19,0,0,0,29,53,19,0,0,96,11,605,103,536,240,8476906,,52.8,52.8
Shea Theodore,30,VGK,D,"$7,425,000",,,,78,54,20.12,2.36,0.89,23.37,7,36,43,2,11,13,0,0,0,5,80,13,0,0,114,6,598,110,529,254,8477447,,54.2,54.2
Sidney Crosby,38,PIT,C,"$8,700,000",,,,79,55,16.42,2.84,0.05,19.32,23,33,56,8,9,17,0,0,0,45,28,25,603,508,141,-1,1293,16,1471,417,8471675,,54.9,54.9
Simon Benoit,27,TOR,D,"$1,350,000",,,,77,54,15.53,0.03,2.11,17.67,1,6,7,0,0,0,0,0,0,136,79,36,0,0,37,-5,-3,339,-71,130,8481122,,53.5,53.5
Simon Edvinsson,22,DET,D,"$894,167",,,,78,53,19.62,0.25,1.54,21.40,6,14,20,0,1,1,0,0,0,61,98,49,0,0,63,3,366,182,298,185,8482762,,53.3,53.3
Simon Holmstrom,24,NYI,"LW,RW","$3,625,000",,,,78,53,12.64,1.33,1.70,15.67,11,15,26,2,3,5,1,1,2,14,43,10,4,6,60,-4,-228,495,-222,148,8481601,,53.3,53.3
Simon Nemec,21,NJD,D,"$918,333",,,,77,53,17.39,0.75,0.61,18.75,5,13,18,0,2,2,0,0,0,12,74,27,0,0,70,-4,-78,374,-147,150,8483495,,52.6,52.6
Sonny Milano,29,WSH,LW,"$1,900,000",,,,70,48,10.25,0.90,0.00,11.14,9,10,19,2,2,4,0,0,0,20,13,8,9,7,49,2,-541,714,-535,113,8477947,,47.8,47.8
Spencer Stastney,26,NSH,D,"$825,000",,,,70,49,14.05,0.07,1.29,15.41,2,9,11,0,0,0,0,0,0,11,51,10,0,0,39,-1,-607,735,-676,87,8481056,,48.7,48.7
Stefan Noesen,32,NJD,"LW,RW","$2,750,000",,,,72,49,11.08,1.64,0.26,12.98,10,11,21,4,3,7,0,0,0,66,17,21,22,25,75,0,-102,382,-96,165,8476474,,49.2,49.2
Stephen Halliday,23,OTT,LW,"$875,000",,,,74,51,11.81,0.66,0.44,12.91,9,12,21,1,2,3,0,0,0,66,25,16,16,36,72,-1,-204,470,-198,154,8483676,,51.4,51.4
Steven Lorentz,29,TOR,"C,LW,RW","$1,350,000",,,,75,52,9.33,0.10,1.35,10.78,5,8,13,0,0,0,1,0,1,114,33,10,60,57,50,-2,-355,606,-349,131,8478904,,52.1,52.1
Steven Santini,30,TBL,D,"$875,000",,,,74,51,15.04,0.41,0.43,15.88,3,11,14,0,1,1,0,0,0,48,58,17,0,0,54,1,-293,547,-361,125,8477463,,51.4,51.4
Steven Stamkos,35,NSH,"C,LW","$8,000,000",,,,81,56,14.19,3.16,0.05,17.40,18,22,40,7,8,15,0,0,0,45,34,29,202,168,118,-11,788,73,794,290,8474564,,56.3,56.3
Tage Thompson,28,BUF,"C,RW","$7,142,857",,,,75,51,15.42,3.04,0.19,18.65,24,22,46,6,7,13,0,0,0,60,25,23,214,231,170,-4,975,45,1001,350,8479420,,51.2,51.2
Tanner Jeannot,28,BOS,"LW,RW","$3,400,000",,,,77,52,11.52,0.20,1.01,12.73,8,9,17,0,0,0,0,1,1,145,39,45,8,10,56,-1,155,257,161,167,8479661,,51.6,51.6
Tanner Pearson,33,WPG,LW,"$1,000,000",,,,78,54,10.12,0.24,0.77,11.13,7,8,15,0,1,1,0,0,0,58,29,16,5,11,57,-3,-419,657,-413,122,8476871,,54.2,54.2
Taylor Hall,34,CAR,LW,"$3,166,667",,,,76,53,12.63,1.82,0.03,14.48,12,16,28,2,3,5,0,0,0,30,26,19,17,26,90,1,-31,354,-25,185,8475791,,52.8,52.8
Taylor Makar,24,COL,LW,"$875,000",,,,74,51,12.01,0.45,0.45,12.92,9,11,20,1,1,2,0,0,0,76,25,16,0,0,71,-1,-230,498,-224,152,8482953,,51.4,51.4
Taylor Raddysh,27,NYR,RW,"$1,500,000",,,,80,54,11.18,0.57,0.61,12.36,7,9,16,1,1,2,0,0,0,50,21,9,2,11,57,-2,-526,705,-499,117,8479390,,54.0,53.7
Teddy Blueger,31,VAN,"C,LW","$1,800,000",,,,80,52,12.04,0.16,2.11,14.30,6,12,18,0,0,0,1,0,1,66,33,18,297,304,62,-2,-87,377,-81,180,8476927,,52.0,54.6
Teuvo Teravainen,31,CHI,"LW,RW","$5,400,000",,,,81,56,13.91,2.48,1.85,18.23,11,25,36,4,9,13,1,1,2,23,23,9,58,68,81,-3,137,270,143,198,8476882,,56.3,56.3
Thomas Chabot,29,OTT,D,"$8,000,000",,,,78,54,18.62,2.11,1.40,22.13,7,22,29,1,7,8,0,0,0,38,97,21,0,0,99,7,431,161,362,226,8478469,,55.0,54.2
Thomas Harley,24,DAL,D,"$4,000,000",,,,78,52,19.83,1.96,1.38,23.17,8,22,30,1,8,9,0,0,0,27,95,14,0,0,97,2,362,186,293,219,8481581,,52.0,53.3
Tim Stutzle,24,OTT,"C,LW","$8,350,000",,,,82,57,15.74,3.33,0.90,19.97,21,33,54,4,14,18,0,1,1,96,35,25,274,203,127,1,1305,15,1311,365,8482116,,57.0,57.0
Timo Meier,29,NJD,"LW,RW","$8,800,000",,,,79,54,15.98,2.11,0.14,18.24,21,21,42,7,6,13,0,0,0,107,40,27,34,27,165,1,974,46,980,332,8478414,,54.0,54.0
Timothy Liljegren,26,SJS,D,"$3,000,000",,,,70,47,16.89,1.34,1.47,19.69,3,12,15,1,4,5,0,0,0,48,85,23,0,0,56,-9,-32,355,-101,142,8480043,,47.0,47.0
Tom Willander,20,VAN,D,"$875,000",,,,74,51,14.25,0.63,0.37,15.25,3,12,15,0,2,2,0,0,0,33,56,16,0,0,50,-1,-324,579,-393,118,8484240,,50.5,50.5
Tom Wilson,31,WSH,RW,"$6,500,000",,,,78,53,14.41,2.81,1.72,18.94,21,20,41,6,5,11,1,0,1,147,48,68,12,15,115,8,1277,18,1304,316,8476880,,53.3,53.3
Tomas Hertl,32,VGK,"C,LW","$8,137,500",,,,76,53,14.02,3.19,0.25,17.47,21,21,42,8,8,16,0,0,0,64,37,15,473,317,125,-1,1013,41,1019,361,8476881,,52.8,52.8
Tomas Nosek,33,FLA,C,"$775,000",,,,60,42,8.64,0.17,0.00,8.81,3,6,9,0,0,0,0,0,0,50,15,10,137,119,33,0,-842,778,-664,96,8477931,,53.0,42.4
Thomas Novak,28,PIT,"C,LW","$3,500,000",,,,72,50,12.07,1.24,0.01,13.32,10,16,26,2,3,5,0,0,0,10,23,8,57,81,73,1,-266,527,-260,156,8478438,,50.0,50.0
Tony DeAngelo,30,NYI,D,"$1,750,000",,,,70,48,16.28,2.41,0.23,18.92,5,19,24,1,7,8,0,0,0,22,44,23,0,0,84,-8,47,306,-22,169,8477950,,47.8,47.8
Torey Krug,34,STL,D,"$875,000",,,,74,0,18.20,2.67,0.84,21.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1268,801,-1337,0,8476792,,0.0,49.6
Travis Hamonic,35,DET,D,"$1,000,000",,,,70,48,13.54,0.04,1.70,15.28,2,6,8,0,0,0,0,0,0,49,68,23,0,0,51,-8,-338,593,-407,111,8474612,,47.8,47.8
Travis Konecny,28,PHI,RW,"$8,750,000",,,,82,57,15.75,2.45,1.33,19.53,18,30,48,4,6,10,1,1,2,77,34,38,23,42,133,2,911,52,938,301,8478439,,57.0,57.0
Travis Mitchell,26,NYI,D,"$875,000",,,,74,51,16.21,0.48,0.48,17.17,3,12,15,0,2,2,0,0,0,52,63,20,0,0,59,0,-183,451,-251,137,8484262,,50.5,50.5
Travis Sanheim,29,PHI,D,"$6,250,000",,,,82,57,21.18,0.82,2.84,24.83,7,20,27,0,2,2,0,2,2,49,110,24,0,0,91,5,377,174,308,216,8477948,,57.0,57.0
Trent Frederic,27,EDM,"LW,RW","$3,850,000",,,,76,52,11.85,0.61,0.24,12.70,8,9,17,1,1,2,0,0,0,129,24,33,61,59,67,-5,43,310,49,170,8479365,,51.9,51.9
Trevor Moore,30,LAK,"LW,RW","$4,200,000",,,,75,52,13.65,1.05,1.73,16.43,12,16,28,2,2,4,1,1,2,31,33,11,9,15,110,4,-46,361,-40,201,8479675,,52.1,52.1
Trevor Zegras,24,PHI,"C,LW","$5,750,000",,,,76,53,15.59,2.52,0.02,18.13,15,25,40,4,7,11,0,0,0,31,26,28,73,118,109,-4,503,137,509,243,8481533,,52.8,52.8
Trevor van Riemsdyk,34,WSH,D,"$3,000,000",,,,80,55,14.50,0.07,1.56,16.13,2,10,12,0,0,0,0,0,0,9,82,18,0,0,45,4,-374,622,-443,112,8477845,,54.6,54.6
Tristan Broz,23,PIT,LW,"$875,000",,,,74,51,12.76,0.48,0.48,13.72,10,12,22,1,1,2,0,0,0,64,26,18,18,18,75,-1,-170,436,-164,161,8482698,,51.4,51.4
Tristen Nielsen,25,COL,C,"$875,000",,,,74,51,11.77,0.44,0.44,12.65,9,11,20,1,1,2,0,0,0,77,24,16,0,0,69,0,-409,645,-231,150,8483039,,51.4,51.4
Troy Stecher,31,TOR,D,"$787,500",,,,69,48,14.07,0.03,1.05,15.15,2,6,8,0,0,0,0,0,0,28,48,21,0,0,38,-1,-529,706,-598,89,8479442,,48.0,48.0
Troy Terry,28,ANA,RW,"$7,000,000",,,,75,51,14.39,3.04,0.92,18.36,16,28,44,4,9,13,0,1,1,3,19,13,3,2,114,1,313,203,339,238,8478873,,51.2,51.2
Ty Dellandrea,25,SJS,"C,RW","$1,300,000",,,,69,46,11.30,0.19,2.16,13.66,5,7,12,0,0,0,1,0,1,120,32,25,236,218,49,-9,-106,385,-79,161,8480848,,46.3,46.3
Ty Emberson,25,EDM,D,"$1,300,000",,,,74,51,14.07,0.05,1.62,15.74,2,9,11,0,0,0,0,0,0,83,69,12,0,0,43,0,-315,570,-384,117,8480834,,50.5,50.5
Tye Kartye,24,SEA,LW,"$1,250,000",,,,69,49,9.69,0.08,1.07,10.84,5,7,12,0,0,0,0,1,1,125,25,21,5,11,46,-3,-326,581,-319,121,8481789,,48.8,48.8
Tyler Bertuzzi,30,CHI,"LW,RW","$5,500,000",,,,80,56,14.72,2.55,0.00,17.27,19,18,37,7,5,12,0,0,0,51,21,30,42,40,108,-9,505,135,511,243,8477479,,55.6,55.6
Tyler Kleven,24,OTT,D,"$1,600,000",,,,70,49,15.66,0.10,0.54,16.31,2,7,9,0,0,0,0,0,0,64,72,16,0,0,55,-5,-320,575,-389,120,8482095,,48.7,48.7
Tyler Myers,35,VAN,D,"$3,000,000",,,,76,52,17.08,0.30,2.87,20.26,3,12,15,0,1,1,0,1,1,63,96,38,0,0,61,-4,141,265,73,161,8474574,,51.9,51.9
Tyler Pitlick,34,MIN,"C,RW","$875,000",,,,74,51,8.72,0.00,0.18,8.90,4,5,9,0,0,0,0,0,0,116,23,8,2,8,39,-2,-588,730,-561,98,8475752,,50.5,50.5
Tyler Seguin,34,DAL,"C,RW","$9,850,000",,,,76,52,14.44,2.08,0.52,17.04,15,22,37,4,4,8,0,0,0,31,19,12,249,211,95,7,287,211,314,250,8475794,,51.9,51.9
Tyler Toffoli,33,SJS,"LW,RW","$6,000,000",,,,75,50,13.04,2.95,0.04,16.04,16,18,34,6,6,12,0,0,0,35,19,8,4,5,118,-3,169,249,175,224,8475726,,50.3,50.3
Tyler Tucker,25,STL,D,"$925,000",,,,70,47,12.19,0.03,0.86,13.08,2,6,8,0,0,0,0,0,0,72,44,40,0,0,38,0,-247,512,-315,108,8481006,,47.0,47.0
Tyson Foerster,24,PHI,LW,"$3,750,000",,,,80,56,14.16,2.17,1.04,17.37,17,14,31,4,3,7,0,1,1,56,42,27,1,1,106,4,325,198,331,230,8482159,,56.0,55.6
Tyson Jost,27,NSH,C,"$775,000",,,,45,31,10.45,0.38,0.79,11.62,3,5,8,0,1,1,0,0,0,36,15,12,29,33,36,-3,-937,789,-759,76,8479370,,31.3,31.3
Tyson Kozak,23,BUF,C,"$875,000",,,,74,51,11.06,0.10,0.56,11.72,8,8,16,0,0,0,0,0,0,101,49,7,216,241,49,-2,-337,592,-159,161,8482896,,50.5,50.5
Urho Vaakanainen,27,NYR,D,"$1,550,000",,,,68,46,14.69,0.04,0.77,15.50,1,8,9,0,0,0,0,0,0,18,43,15,0,0,38,-1,-619,737,-687,82,8480001,,45.6,45.6
Uvis Balinskis,29,FLA,D,"$850,000",,,,72,51,13.38,0.63,0.41,14.41,3,10,13,0,2,2,0,0,0,62,39,16,0,0,51,3,-353,602,-421,118,8484304,,50.9,50.9
Valeri Nichushkin,30,COL,"LW,RW","$6,125,000",,,,68,47,13.88,2.95,1.61,18.44,18,17,35,6,4,10,1,0,1,50,23,10,5,3,114,6,228,230,234,234,8477501,,54.0,47.3
Vasily Podkolzin,24,EDM,LW,"$1,000,000",,,,74,51,14.01,0.16,0.63,14.80,8,11,19,0,0,0,0,0,0,144,32,17,16,22,76,2,-45,360,-39,175,8481617,,50.5,50.5
Victor Hedman,35,TBL,D,"$8,000,000",,,,76,53,17.22,3.29,1.92,22.43,8,35,43,3,16,19,0,1,1,28,84,22,0,0,107,6,850,64,781,268,8475167,,55.0,52.8
Victor Mancini,23,VAN,D,"$875,000",,,,74,51,13.59,0.13,0.20,13.91,2,8,10,0,0,0,0,0,0,57,59,13,0,0,42,-7,-436,670,-505,101,8483768,,50.5,50.5
Victor Olofsson,30,COL,"LW,RW","$1,575,000",,,,70,49,11.34,2.30,0.00,13.64,12,14,26,4,5,9,0,0,0,15,14,8,0,3,95,4,-195,461,-189,176,8478109,,48.7,48.7
Viktor Arvidsson,32,BOS,"LW,RW","$4,000,000",,,,78,52,12.60,1.79,0.10,14.49,13,15,28,3,5,8,0,0,0,23,28,17,13,12,119,2,72,293,78,214,8478042,,54.0,52.3
Ville Koivunen,22,PIT,LW,"$805,833",,,,76,53,12.19,0.61,0.33,13.13,9,12,21,1,1,2,0,0,0,39,29,16,0,0,71,0,-291,546,-285,147,8482758,,52.8,52.8
Vince Dunn,29,SEA,D,"$7,350,000",,,,78,55,19.52,2.81,0.19,22.53,8,28,36,2,12,14,0,0,0,24,58,36,0,0,111,-10,658,93,590,239,8478407,,55.2,55.2
Vincent Desharnais,29,SJS,D,"$2,000,000",,,,68,46,13.46,0.05,2.38,15.90,1,7,8,0,0,0,0,1,1,67,70,34,0,0,27,2,-248,513,-316,104,8479576,,52.0,45.6
