Player Name,Age,Team,Positions,Salary,TOI Org ES,TOI Org PP,TOI Org PK,GP Org,GP,TOI ES,TOI PP,TOI PK,Total TOI,Goals,Assists,Points,PPG,PPA,PP Points,SHG,SHA,SHP,Hits,BLK,PIM,FOW,FOL,SOG,"""+/-""",VOR,Rank,Unadj VOR,FP,PlayerId,Fantasy Team,Injured GP,
John Tavares,35,TOR,C,"$4,388,420",,,,76,53,15.30,2.87,0.01,18.19,24,25,49,7,7,14,0,0,0,58,25,22,523,344,151,1,1069,38,1247,408,8475166,,52.8,52.8
Jonah Gadjovich,27,FLA,"LW,RW","$775,000",,,,65,25,8.12,0.20,0.06,8.39,2,3,5,0,0,0,0,0,0,70,10,21,1,0,23,0,-746,764,-740,65,8479981,,25.0,46.0
Jonas Brodin,32,MIN,D,"$6,000,000",,,,71,48,20.22,0.16,2.02,22.40,3,13,16,0,0,0,0,0,0,16,98,15,0,0,59,6,-199,467,-268,142,8476463,,48.5,48.5
Jonas Siegenthaler,28,NJD,D,"$3,400,000",,,,80,55,17.88,0.05,1.93,19.86,2,9,11,0,0,0,0,0,0,78,96,28,0,0,47,6,-54,366,-122,141,8478399,,54.6,54.6
Jonatan Berggren,25,DET,"LW,RW","$1,825,000",,,,70,48,11.61,0.97,0.01,12.59,9,9,18,2,2,4,0,0,0,27,14,10,1,3,61,-5,-492,697,-486,120,8481013,,47.8,47.8
Jonathan Aspirot,26,BOS,D,"$875,000",,,,74,50,15.15,0.34,0.85,16.34,3,10,13,0,1,1,0,0,0,66,63,21,0,0,50,-1,-217,482,-286,127,8481219,,49.6,49.6
Jonathan Drouin,30,NYI,"LW,RW","$4,000,000",,,,72,49,14.56,3.41,0.01,17.97,11,25,36,2,9,11,0,0,0,14,20,13,56,62,69,7,70,295,77,188,8477494,,49.2,49.2
Jonathan Huberdeau,32,CGY,LW,"$10,500,000",,,,80,54,14.63,3.00,0.95,18.59,13,27,40,4,9,13,0,1,1,31,36,26,8,11,89,-6,444,155,450,222,8476456,,53.7,53.7
Jonathan Lekkerimaki,21,VAN,RW,"$918,333",,,,72,49,10.63,1.92,0.00,12.55,9,13,22,2,5,7,0,0,0,39,15,6,0,1,66,-2,-373,620,-346,138,8483476,,49.2,49.2
Jonathan Marchessault,35,NSH,RW,"$5,500,000",,,,78,54,14.55,3.06,0.01,17.62,17,22,39,5,8,13,0,0,0,75,16,19,11,18,133,-13,513,133,540,260,8476539,,56.0,54.2
Jonathan Toews,37,WPG,C,"$2,000,000",,,,72,50,13.88,2.24,0.69,16.81,11,15,26,5,3,8,0,0,0,10,27,28,475,284,71,-11,144,264,322,249,8473604,,50.0,50.0
Jonny Brodzinski,32,NYR,"C,RW","$787,500",,,,68,46,10.93,0.67,0.03,11.62,7,8,15,1,1,2,0,0,0,20,18,8,47,44,63,-1,-594,732,-568,119,8477380,,45.6,45.6
Joona Koppanen,27,PIT,"C,LW","$875,000",,,,74,51,11.84,0.37,0.85,13.07,8,11,19,1,1,2,0,1,1,59,27,16,27,21,65,-1,-286,541,-280,145,8479533,,51.4,51.4
Jordan Eberle,35,SEA,RW,"$4,750,000",,,,81,57,15.90,2.66,0.01,18.58,18,21,39,3,7,10,0,0,0,44,29,19,18,19,118,3,401,171,428,251,8474586,,57.3,57.3
Jordan Greenway,28,BUF,LW,"$4,000,000",,,,72,49,12.50,0.21,2.21,14.93,7,9,16,0,0,0,0,1,1,96,38,35,20,27,61,-5,-74,370,-68,151,8478413,,49.2,49.2
Jordan Harris,25,BOS,D,"$825,000",,,,50,34,12.56,0.11,0.65,13.32,1,5,6,0,0,0,0,0,0,21,36,8,0,0,24,-3,-804,770,-872,57,8480887,,43.0,33.5
Jordan Kyrou,27,STL,RW,"$8,125,000",,,,82,55,14.64,2.32,0.01,16.96,19,22,41,4,7,11,0,0,0,14,24,9,1,3,144,1,325,199,352,262,8479385,,55.0,55.0
Jordan Martinook,33,CAR,LW,"$3,050,000",,,,80,56,12.47,0.08,2.15,14.70,11,14,25,0,0,0,1,0,1,77,38,18,29,32,84,7,-25,348,-19,188,8476921,,55.6,55.6
Jordan Spence,24,OTT,D,"$1,500,000",,,,79,55,16.30,1.06,0.37,17.74,4,18,22,0,4,4,0,0,0,50,49,11,0,0,73,13,-118,391,-186,163,8481606,,54.9,54.9
Jordan Staal,37,CAR,C,"$2,900,000",,,,74,51,12.84,0.11,2.28,15.23,10,13,23,0,0,0,1,0,1,90,30,20,563,412,70,4,153,258,331,265,8473533,,51.4,51.4
Joseph LaBate,32,VAN,"C,LW","$875,000",,,,74,51,12.64,0.48,0.48,13.60,10,12,22,1,1,2,0,0,0,82,28,17,6,6,75,-1,-133,404,-127,165,8476425,,50.5,50.5
Josh Anderson,31,MTL,"LW,RW","$5,500,000",,,,80,57,12.23,0.21,2.13,14.56,11,8,19,0,0,0,1,0,1,104,37,42,21,7,76,-5,128,276,134,181,8476981,,56.6,56.6
Josh Doan,23,BUF,"LW,RW","$925,000",,,,76,52,12.97,1.92,0.04,14.92,14,16,30,4,4,8,0,0,0,51,16,11,13,14,112,1,63,300,69,211,8482659,,51.9,51.9
Josh Dunne,27,BUF,"C,LW","$875,000",,,,74,51,10.77,0.32,0.35,11.44,8,10,18,1,1,2,0,0,0,65,22,22,20,34,60,-1,-271,532,-265,137,8482623,,50.5,50.5
Josh Manson,34,COL,D,"$4,500,000",,,,74,51,15.89,0.05,1.90,17.84,3,13,16,0,0,0,0,1,1,111,69,38,0,0,67,8,177,245,109,174,8476312,,51.4,51.4
Josh Morrissey,30,WPG,D,"$6,250,000",,,,80,56,20.01,3.05,0.99,24.06,8,38,46,2,14,16,0,0,0,38,92,19,0,0,109,10,891,56,823,278,8477504,,55.6,55.6
Josh Norris,26,BUF,C,"$7,950,000",,,,76,52,13.30,3.09,1.77,18.15,17,17,34,5,7,12,1,1,2,109,38,24,325,321,97,-4,616,98,794,289,8480064,,51.9,51.9
Josh Mahura,27,SEA,D,"$875,000",,,,74,52,13.53,0.09,0.74,14.37,2,8,10,0,0,0,0,0,0,62,52,22,0,0,46,1,-353,603,-422,111,8479372,,52.3,52.3
Joshua Roy,22,MTL,"LW,RW","$835,000",,,,34,24,11.45,0.90,0.48,12.83,5,6,11,1,1,2,0,0,0,19,19,3,2,3,39,0,-808,772,-802,78,8482749,,24.0,24.0
Juho Lammikko,30,NJD,"C,RW","$875,000",,,,74,51,11.33,0.35,0.36,12.04,7,9,16,1,1,2,0,0,0,70,27,15,91,90,64,-2,-303,560,-277,147,8477996,,50.5,50.5
Juraj Slafkovsky,21,MTL,"LW,RW","$7,600,000",,,,79,56,14.66,2.95,0.01,17.63,17,21,38,6,5,11,0,0,0,113,51,34,10,31,105,0,787,74,794,266,8483515,,55.9,55.9
Justin Barron,24,NSH,D,"$1,150,000",,,,65,45,14.87,0.42,0.70,15.99,4,9,13,0,1,1,0,0,0,41,52,14,0,0,46,0,-401,639,-470,111,8482111,,56.0,45.2
Justin Brazeau,27,PIT,RW,"$1,500,000",,,,74,51,11.75,1.00,0.02,12.78,12,11,23,2,2,4,0,0,0,84,35,7,2,4,71,0,-168,434,-142,165,8479638,,56.0,51.4
Justin Danforth,32,BUF,"C,RW","$1,800,000",,,,77,45,11.42,0.29,1.65,13.36,6,8,14,0,1,1,0,1,1,73,31,11,214,176,53,-3,-314,567,-287,153,8479941,,45.0,52.6
Justin Faulk,33,STL,D,"$6,500,000",,,,76,51,19.59,2.02,1.35,22.97,5,20,25,2,6,8,0,0,0,51,90,21,0,0,92,-4,331,196,262,205,8475753,,51.0,51.0
Justin Hryckowian,24,DAL,C,"$875,000",,,,74,51,11.36,0.37,0.59,12.32,8,11,19,1,1,2,0,0,0,67,25,16,60,37,62,-1,-428,663,-250,150,8484829,,50.5,50.5
Justin Kirkland,29,CGY,"C,RW","$875,000",,,,74,50,8.18,0.02,1.23,9.43,5,8,13,0,0,0,0,1,1,84,29,11,134,133,35,-1,-446,677,-419,121,8477993,,49.6,49.6
Justin Sourdif,23,WSH,C,"$825,000",,,,68,46,12.52,0.32,0.29,13.12,8,10,18,0,1,1,0,0,0,63,22,17,98,105,61,2,-451,681,-273,148,8482088,,46.4,46.4
Juuso Parssinen,24,NYR,"C,LW","$1,250,000",,,,72,48,9.81,0.33,0.03,10.17,6,7,13,1,1,2,0,0,0,75,24,11,66,75,38,-2,-474,688,-468,110,8481704,,48.3,48.3
Juuso Valimaki,27,UTA,D,"$2,000,000",,,,56,38,15.58,0.40,0.91,16.89,2,7,9,0,1,1,0,0,0,22,44,12,0,0,35,-1,-620,738,-688,81,8479976,,52.0,37.6
K'Andre Miller,26,CAR,D,"$7,500,000",,,,76,53,18.92,1.27,2.05,22.25,6,21,27,1,5,6,0,1,1,75,68,28,0,0,86,4,365,185,296,207,8480817,,52.8,52.8
Kaapo Kakko,24,SEA,RW,"$4,525,000",,,,67,47,13.07,1.58,0.05,14.69,10,12,22,2,2,4,0,0,0,29,17,14,13,18,69,-2,-343,595,-316,142,8481554,,47.4,47.4
Kaedan Korczak,25,VGK,D,"$825,000",,,,50,35,15.25,0.07,0.31,15.63,1,7,8,0,0,0,0,0,0,56,41,10,0,0,32,5,-611,736,-680,84,8481527,,34.8,34.8
Kaiden Guhle,24,MTL,D,"$5,550,000",,,,74,38,18.41,0.12,1.98,20.51,4,10,14,0,0,0,0,0,0,74,74,24,0,0,50,-2,-116,390,-185,136,8482087,,38.0,52.3
Kailer Yamamoto,27,UTA,RW,"$775,000",,,,60,40,10.82,1.49,0.29,12.59,6,8,14,1,2,3,0,0,0,25,14,11,21,31,40,0,-659,747,-632,93,8479977,,40.2,40.2
Kasperi Kapanen,29,EDM,RW,"$1,300,000",,,,70,44,11.48,0.34,0.65,12.47,5,9,14,0,1,1,0,0,0,71,15,8,16,25,48,-3,-584,728,-557,105,8477953,,44.0,47.8
Keegan Kolesar,28,VGK,RW,"$2,500,000",,,,81,56,11.02,0.12,0.41,11.55,5,10,15,0,0,0,0,0,0,157,34,32,9,15,51,-3,-44,359,-18,149,8478434,,56.3,56.3
Kent Johnson,23,CBJ,"LW,RW","$1,800,000",,,,78,53,12.90,2.36,0.23,15.50,12,19,31,3,6,9,0,0,0,7,27,9,1,5,88,-6,-75,371,-69,178,8482660,,53.3,53.3
Kevin Bahl,25,CGY,D,"$5,350,000",,,,77,52,18.16,0.11,2.52,20.78,3,10,13,0,0,0,0,1,1,60,77,32,0,0,52,2,-82,376,-151,139,8480860,,51.6,51.6
Kevin Fiala,29,LAK,"LW,RW","$7,875,000",,,,81,56,15.49,3.28,0.03,18.81,22,29,51,7,13,20,0,0,0,34,21,30,4,10,162,5,1003,43,1009,329,8477942,,56.3,56.3
Kevin Hayes,33,PIT,"C,LW","$7,142,857",,,,69,48,11.44,1.61,0.23,13.27,9,12,21,2,3,5,0,0,0,42,10,7,126,134,81,-2,-270,531,-264,165,8475763,,48.0,48.0
Kevin Rooney,32,UTA,C,$1,,,,70,47,7.54,0.15,1.77,9.47,5,4,9,0,0,0,0,1,1,69,26,7,118,140,35,-1,-777,767,-599,101,8479291,,47.0,47.0
Kevin Stenlund,29,UTA,C,"$2,000,000",,,,82,55,11.51,0.38,2.53,14.42,7,9,16,1,1,2,1,0,1,41,43,24,400,370,63,-5,-144,414,34,198,8478831,,55.0,55.0
Kiefer Sherwood,30,VAN,"LW,RW","$1,500,000",,,,78,53,12.87,1.49,1.75,16.11,13,14,27,2,3,5,1,0,1,235,27,29,17,22,96,-4,609,101,615,244,8480748,,53.3,53.3
Kirby Dach,25,MTL,"C,RW","$3,362,500",,,,80,44,12.90,2.26,0.07,15.23,10,11,21,2,5,7,0,0,0,66,31,27,116,156,65,-6,37,318,63,172,8481523,,44.0,56.6
Kirill Kaprizov,28,MIN,LW,"$9,000,000",,,,77,53,18.19,3.85,0.01,22.04,29,35,64,11,13,24,0,0,0,24,26,17,0,2,178,5,1265,21,1271,374,8478864,,52.6,52.6
Kirill Marchenko,25,CBJ,RW,"$3,850,000",,,,79,54,15.88,2.71,0.09,18.68,20,22,42,4,8,12,0,0,0,41,33,14,2,7,143,3,519,131,546,279,8480893,,55.0,54.0
Kris Letang,38,PIT,D,"$6,100,000",,,,73,51,18.96,1.57,1.94,22.47,6,20,26,1,5,6,0,1,1,68,71,25,0,0,90,0,321,200,253,204,8471724,,50.7,50.7
Kurtis MacDermid,31,OTT,"LW,D","$1,150,000",,,,42,29,5.29,0.10,0.19,5.59,1,2,3,0,0,0,0,0,0,48,10,16,1,0,11,-1,-854,781,-923,41,8477073,,29.2,29.2
Kyle Capobianco,28,DAL,D,"$875,000",,,,74,51,11.23,0.53,0.37,12.13,3,8,11,0,2,2,0,0,0,26,38,10,0,0,41,2,-576,723,-644,92,8478476,,50.5,50.5
Kyle Connor,29,WPG,LW,"$7,142,857",,,,80,56,16.14,2.95,1.03,20.11,23,33,56,4,12,16,1,0,1,20,22,12,1,1,174,3,860,62,866,333,8478398,,55.6,55.6
Kyle MacLean,26,NYI,C,"$775,000",,,,74,51,9.66,0.06,0.19,9.91,4,7,11,0,0,0,0,0,0,79,15,15,107,98,39,-4,-681,754,-503,109,8481237,,50.5,50.5
Kyle Palmieri,34,NYI,RW,"$4,750,000",,,,82,0,13.80,2.92,1.29,18.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1364,806,-1337,0,8475151,,0.0,56.0
Landon Slaggert,23,CHI,LW,"$900,000",,,,72,50,10.61,0.08,0.56,11.25,6,8,14,0,0,0,0,0,0,55,22,15,0,1,46,-3,-540,712,-534,104,8482172,,50.0,50.0
Lane Hutson,21,MTL,D,"$950,000",,,,82,58,19.51,2.93,0.23,22.67,6,35,41,2,13,15,0,0,0,31,89,15,0,0,81,0,622,96,553,230,8483457,,58.0,58.0
Lars Eller,36,OTT,C,"$1,250,000",,,,80,56,11.32,0.85,1.25,13.41,7,10,17,1,2,3,1,0,1,39,31,17,307,233,68,-2,-286,543,-108,189,8474189,,55.6,55.6
Lawson Crouse,28,UTA,"LW,RW","$4,300,000",,,,80,54,11.91,0.91,1.79,14.61,12,11,23,2,1,3,0,0,0,135,41,20,21,24,88,0,180,242,186,204,8478474,,53.7,53.7
Leo Carlsson,21,ANA,C,"$950,000",,,,75,51,14.56,2.93,1.10,18.59,18,25,43,5,8,13,1,0,1,15,28,15,362,409,103,0,484,143,662,285,8484153,,51.2,51.2
Leon Draisaitl,30,EDM,"C,LW","$14,000,000",,,,78,53,18.02,3.15,0.60,21.77,27,41,68,11,13,24,0,1,1,31,22,22,456,355,139,13,1628,3,1634,430,8477934,,53.3,53.3
Liam O'Brien,31,UTA,LW,"$1,000,000",,,,55,37,9.27,0.08,0.30,9.65,4,4,8,0,0,0,0,0,0,107,17,39,0,3,38,-2,-339,594,-333,106,8477070,,36.9,36.9
Liam Ohgren,22,MIN,LW,"$886,666",,,,76,52,9.91,0.91,0.00,10.82,7,8,15,1,2,3,0,0,0,68,24,5,5,2,68,-5,-454,684,-448,129,8483499,,51.9,51.9
Lian Bichsel,21,DAL,D,"$918,333",,,,75,51,14.91,0.03,0.71,15.64,4,9,13,0,0,0,0,0,0,186,44,42,0,0,43,0,192,239,123,154,8483425,,55.0,51.2
Linus Karlsson,26,VAN,RW,"$775,000",,,,42,29,9.11,1.16,0.00,10.26,5,5,10,1,1,2,0,0,0,32,10,6,4,11,36,0,-828,775,-802,75,8481024,,28.7,28.7
Logan Cooley,21,UTA,C,"$950,000",,,,78,52,14.52,2.66,0.80,17.98,19,25,44,5,7,12,0,1,1,52,24,25,223,333,107,1,572,116,750,276,8483431,,52.3,52.3
Logan Mailloux,22,STL,D,"$875,000",,,,74,50,14.45,0.36,0.37,15.18,3,10,13,0,1,1,0,0,0,57,53,19,0,0,50,-5,-300,555,-369,118,8482733,,49.6,49.6
Logan O'Connor,29,COL,RW,"$2,500,000",,,,68,47,12.08,0.17,0.00,12.25,7,8,15,0,0,0,0,0,0,43,23,16,4,11,50,2,-540,713,-514,111,8481186,,50.0,47.3
Logan Stankoven,22,CAR,"C,RW","$814,167",,,,77,54,13.73,1.78,0.02,15.52,15,18,33,3,4,7,0,0,0,28,24,11,236,308,123,6,262,220,289,254,8482702,,53.5,53.5
Logan Stanley,27,WPG,D,"$1,250,000",,,,66,46,15.79,0.05,0.88,16.72,2,9,11,0,0,0,0,0,0,73,61,50,0,0,44,0,-4,341,-73,131,8479378,,45.9,45.9
Louis Crevier,24,CHI,D,"$900,000",,,,45,31,12.98,0.05,1.67,14.70,1,4,5,0,0,0,0,0,0,47,39,12,0,0,26,-2,-698,756,-767,67,8481806,,31.3,31.3
Luca Del Bel Belluz,22,CBJ,C,"$859,999",,,,36,25,12.03,0.40,0.40,12.83,4,6,10,0,0,0,0,0,0,6,16,4,68,111,31,0,-1046,797,-868,68,8483432,,24.6,24.6
Luca Pinelli,20,CBJ,C,"$875,000",,,,74,51,13.54,0.54,0.47,14.54,10,13,23,1,1,2,0,0,0,68,28,18,0,0,79,0,-306,563,-128,167,8484214,,50.5,50.5
Lucas Raymond,23,DET,RW,"$8,075,000",,,,82,56,14.76,3.36,0.42,18.54,18,37,55,5,16,21,0,0,0,25,22,12,2,1,126,3,765,77,792,290,8482078,,56.0,56.0
Lukas Reichel,23,VAN,"C,LW","$1,200,000",,,,72,49,11.73,0.92,0.10,12.75,7,11,18,1,2,3,0,0,0,18,24,11,111,167,51,-9,-434,668,-428,119,8482117,,49.2,49.2
Luke Evangelista,23,NSH,RW,$1,,,,76,53,13.58,1.83,0.00,15.41,12,20,32,2,5,7,0,0,0,16,17,15,0,1,112,3,-4,340,23,205,8482146,,52.8,52.8
Luke Glendening,36,NJD,C,"$775,000",,,,77,53,8.71,0.08,1.78,10.57,3,4,7,0,0,0,0,1,1,69,37,14,322,263,34,-5,-558,719,-380,138,8476822,,52.6,52.6
Luke Hughes,22,NJD,D,$1,,,,74,51,19.42,1.95,0.89,22.26,6,23,29,1,8,9,0,0,0,16,46,24,0,0,94,-6,195,238,127,191,8482684,,50.5,50.5
Luke Kunin,28,FLA,"C,RW","$775,000",,,,76,54,9.98,0.49,1.64,12.11,7,6,13,1,1,2,0,1,1,112,45,29,171,173,57,-9,-1,337,25,168,8479316,,53.8,53.8
Luke Schenn,36,WPG,D,"$2,750,000",,,,76,53,12.81,0.03,1.59,14.43,2,7,9,0,0,0,0,0,0,156,66,31,0,0,47,-2,20,324,-49,142,8474568,,52.8,52.8
MacKenzie Weegar,32,CGY,D,"$6,250,000",,,,78,52,18.92,2.74,2.02,23.69,6,23,29,2,9,11,0,1,1,126,108,34,0,0,115,-8,923,51,854,269,8477346,,52.3,52.3
Mackenzie MacEachern,31,VAN,LW,"$875,000",,,,74,51,11.80,0.39,0.40,12.58,9,11,20,1,1,2,0,0,0,66,26,19,3,3,66,-2,-234,503,-228,147,8476907,,50.5,50.5
Mackie Samoskevich,23,FLA,"LW,RW","$775,000",,,,72,51,12.31,2.16,0.03,14.50,14,16,30,5,5,10,0,0,0,94,25,9,0,0,107,1,204,234,210,221,8482713,,50.9,50.9
Macklin Celebrini,19,SJS,C,"$975,000",,,,80,54,16.52,3.62,0.17,20.31,24,33,57,8,13,21,0,0,0,29,41,23,392,426,178,-9,1317,14,1495,410,8484801,,53.7,53.7
Marat Khusnutdinov,23,BOS,"C,LW","$925,000",,,,70,47,12.01,0.86,0.69,13.56,6,10,16,1,2,3,0,0,0,34,29,14,85,93,41,-6,-434,667,-428,114,8482177,,47.0,47.0
Marc Gatcomb,26,NYI,RW,"$900,000",,,,53,36,9.75,0.48,0.48,10.71,7,4,11,1,1,2,0,0,0,140,20,8,4,6,40,-1,-446,678,-419,114,8483553,,36.2,36.2
Marco Kasper,21,DET,"C,LW","$886,667",,,,78,53,13.15,1.19,0.59,14.93,13,13,26,2,2,4,0,0,0,124,34,23,211,237,94,-4,395,172,401,238,8483464,,53.3,53.3
Marco Rossi,24,MIN,C,"$5,000,000",,,,82,55,15.26,2.16,0.49,17.91,15,22,37,3,6,9,0,0,0,37,30,20,319,336,95,-4,344,192,522,261,8482079,,55.0,56.0
Marcus Foligno,34,MIN,LW,"$4,000,000",,,,77,51,11.93,0.26,1.40,13.59,8,9,17,0,0,0,0,0,0,169,40,45,4,7,52,-1,208,233,214,169,8475220,,51.0,52.6
Marcus Johansson,35,MIN,LW,"$800,000",,,,77,53,14.04,1.36,0.52,15.91,11,15,26,2,3,5,0,0,0,26,19,10,9,11,76,1,-245,511,-239,158,8475149,,52.6,52.6
Marcus Pettersson,29,VAN,D,"$5,500,000",,,,78,53,17.43,0.16,3.03,20.62,2,14,16,0,1,1,0,1,1,41,89,32,0,0,48,1,-23,347,-92,141,8477969,,53.3,53.3
Mario Ferraro,27,SJS,D,"$3,250,000",,,,78,52,17.38,0.11,3.34,20.82,3,9,12,0,0,0,0,0,0,89,100,21,0,0,54,-9,-33,356,-102,144,8479983,,52.3,52.3
Mark Jankowski,31,CAR,"C,LW","$800,000",,,,68,47,10.11,0.26,1.44,11.81,7,9,16,0,1,1,1,0,1,22,26,16,197,183,48,4,-383,627,-377,140,8476873,,47.3,47.3
Mark Kastelic,26,BOS,"C,RW","$1,566,667",,,,72,48,10.90,0.21,1.26,12.37,7,8,15,0,0,0,0,1,1,135,39,57,168,134,60,0,316,202,342,197,8480355,,48.3,48.3
Mark Scheifele,32,WPG,C,"$8,500,000",,,,80,56,16.59,2.95,0.33,19.86,24,31,55,6,8,14,0,0,0,26,30,29,412,432,122,5,1024,39,1202,356,8476460,,55.6,55.6
Mark Stone,33,VGK,RW,"$9,500,000",,,,68,47,14.37,2.90,1.21,18.47,13,28,41,4,11,15,0,1,1,27,30,10,6,4,92,5,295,209,322,224,8475913,,47.3,47.3
Marshall Warren,24,NYI,D,"$875,000",,,,74,51,15.98,0.47,0.47,16.91,3,12,15,0,2,2,0,0,0,52,61,21,0,0,57,0,-187,453,-255,135,8481569,,50.5,50.5
Martin Fehervary,26,WSH,D,"$2,675,000",,,,80,55,16.45,0.05,2.51,19.01,4,13,17,0,0,0,0,1,1,85,98,20,0,0,57,7,48,303,-20,164,8480796,,54.6,54.6
Martin Necas,27,COL,RW,"$6,500,000",,,,78,54,16.05,3.90,0.05,20.01,21,36,57,7,13,20,0,0,0,51,20,25,21,26,134,15,1022,40,1049,324,8480039,,54.2,54.2
Martin Pospisil,26,CGY,"C,RW","$1,000,000",,,,78,52,12.94,0.78,0.05,13.77,7,13,20,1,2,3,0,0,0,193,18,44,41,58,82,-1,369,179,396,206,8481028,,52.0,52.3
Mason Appleton,30,DET,RW,"$2,900,000",,,,80,54,12.43,0.18,1.29,13.91,7,12,19,0,0,0,0,1,1,59,24,11,3,10,67,-1,-418,656,-392,135,8478891,,54.0,54.6
Mason Geertsen,30,BUF,D,"$875,000",,,,74,51,11.64,0.43,0.42,12.49,8,11,19,1,1,2,0,0,0,77,24,19,0,0,66,-1,-165,428,-234,146,8477419,,50.5,50.5
Mason Lohrei,25,BOS,D,"$3,200,000",,,,74,50,15.79,1.69,0.24,17.72,4,15,19,1,6,7,0,0,0,23,63,13,0,0,51,-7,-180,448,-249,130,8482511,,49.6,49.6
Mason Marchment,30,SEA,LW,"$4,500,000",,,,77,54,14.62,1.85,0.01,16.47,13,20,33,3,5,8,0,0,0,78,24,39,15,34,101,2,461,148,468,229,8478975,,54.5,54.5
Mason McTavish,23,ANA,C,"$7,000,000",,,,76,52,14.56,2.18,0.13,16.88,17,20,37,5,4,9,0,0,0,52,28,38,328,359,107,-7,598,108,776,284,8482745,,51.9,51.9
Matej Blumel,25,BOS,RW,"$875,000",,,,50,34,12.07,0.63,0.44,13.13,6,8,14,1,1,2,0,0,0,39,17,11,0,0,47,-1,-624,741,-597,100,8481712,,46.0,33.5
Mathew Barzal,28,NYI,"C,RW","$9,150,000",,,,78,53,17.13,3.42,0.03,20.58,16,35,51,3,12,15,0,0,0,30,41,21,136,250,131,10,869,57,896,303,8478445,,53.3,53.3
Mathew Dumba,31,PIT,D,"$3,750,000",,,,69,48,14.76,0.39,0.69,15.83,2,8,10,0,1,1,0,0,0,60,50,36,0,0,45,-5,-217,481,-286,114,8476856,,48.0,48.0
Mathieu Joseph,28,STL,"LW,RW","$2,950,000",,,,66,44,11.57,0.17,1.11,12.85,5,9,14,0,0,0,1,0,1,83,26,14,11,15,51,-1,-442,675,-436,118,8478472,,44.3,44.3
Mathieu Olivier,28,CBJ,RW,"$3,000,000",,,,78,53,13.01,0.19,0.84,14.04,8,11,19,0,0,0,0,1,1,173,48,65,2,3,67,-1,502,138,529,201,8479671,,53.0,53.3
Matias Maccelli,25,TOR,LW,"$3,425,000",,,,78,54,12.10,1.50,0.03,13.62,9,18,27,2,5,7,0,0,0,9,14,9,7,5,68,-2,-298,553,-292,145,8481711,,54.2,54.2
Mats Zuccarello,38,MIN,RW,"$4,125,000",,,,72,49,15.35,3.36,0.02,18.73,10,29,39,2,13,15,0,0,0,23,31,16,24,21,92,-1,309,204,335,218,8475692,,49.2,49.2
Matt Boldy,24,MIN,"LW,RW","$7,000,000",,,,82,56,15.65,3.78,0.90,20.33,25,29,54,8,11,19,0,1,1,39,39,30,36,46,181,3,1220,24,1226,366,8481557,,56.0,56.0
Matt Coronato,23,CGY,RW,"$6,500,000",,,,74,50,13.70,3.02,0.02,16.75,15,16,31,6,6,12,0,0,0,12,20,15,35,71,124,-10,138,267,164,219,8482679,,49.6,49.6
Matt Duchene,35,DAL,"C,RW","$4,500,000",,,,81,55,13.91,2.22,0.08,16.21,15,26,41,4,8,12,0,0,0,22,24,11,225,202,92,4,394,173,420,253,8475168,,55.0,55.3
Matt Grzelcyk,32,CHI,D,$1,,,,78,54,15.64,1.16,0.45,17.24,2,16,18,0,5,5,0,0,0,27,56,12,0,0,61,4,-243,508,-311,136,8476891,,54.2,54.2
Matt Rempe,23,NYR,RW,"$975,000",,,,49,33,8.92,0.26,0.00,9.18,4,5,9,0,0,0,0,0,0,97,11,26,3,8,29,0,-539,710,-512,90,8482460,,49.0,32.9
Matt Roy,30,WSH,D,"$5,750,000",,,,76,52,18.06,0.13,2.06,20.25,3,14,17,0,0,0,0,1,1,65,103,16,0,0,71,9,12,329,-57,171,8478911,,51.9,51.9
Matt Savoie,22,EDM,"C,RW","$886,666",,,,74,51,12.15,0.58,1.03,13.76,9,12,21,1,1,2,0,1,1,31,27,14,8,16,72,-2,-351,600,-325,143,8483512,,50.5,50.5
Matthew Kessel,25,STL,D,"$800,000",,,,45,30,12.12,0.03,0.38,12.53,1,4,5,0,0,0,0,0,0,18,26,7,0,0,18,-1,-897,786,-966,45,8482516,,30.2,30.2
Matthew Knies,23,TOR,LW,"$7,750,000",,,,77,54,15.45,2.62,1.29,19.37,18,26,44,5,6,11,0,1,1,139,32,29,0,0,111,4,861,61,867,283,8482720,,53.5,53.5
Matthew Robertson,24,NYR,D,"$875,000",,,,74,50,15.23,0.32,0.89,16.44,3,10,13,0,1,1,0,0,0,59,62,21,0,0,52,-2,-234,502,-303,126,8481525,,49.6,49.6
Matthew Schaefer,18,NYI,D,"$975,000",,,,76,52,18.18,2.81,0.85,21.84,8,21,29,2,8,10,0,0,0,35,68,25,0,0,107,9,406,169,337,227,8485366,,51.9,51.9
Matthew Tkachuk,28,FLA,RW,"$9,500,000",,,,74,50,14.89,3.27,0.00,18.16,21,33,54,8,11,19,0,0,0,76,16,42,2,4,151,11,1193,26,1220,340,8479314,,50.0,52.3
Matthew Wood,20,NSH,RW,"$875,000",,,,74,51,11.63,1.15,0.30,13.09,12,12,24,2,3,5,0,0,0,50,25,14,6,16,77,-4,-174,442,-147,163,8484241,,51.4,51.4
